Year,Station,Season,anchovy.y,bluecrab.y,bluefish.y,butter.y,calico.y,clearnosesk.y,cunner.y,dog.y,fluke.y,herring.y,hog.y,horse.y,jack.y,king.y,littlesk.y,lizard.y,mantis.y,menhaden.y,naked.y,pipe.y,puffer.y,robin.y,sand.y,scad.y,scup.y,seabass.y,seagoby.y,silverside.y,smallfl.y,spider.y,spot.y,spothake.y,squid.y,strrobin.y,tautog.y,toad.y,tomcod.y,weak.y,window.y,winterfl.y,wintersk.y,Grand.Total
1998,44,summer,3,NA,NA,NA,123,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,14,NA,175
1998,47,summer,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,125
1998,60,summer,NA,NA,NA,NA,266,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA,1,30,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,346
1998,62,summer,1,NA,NA,NA,245,NA,NA,NA,11,NA,NA,NA,NA,2,NA,NA,3,NA,NA,2,22,NA,NA,NA,NA,NA,NA,57,NA,22,NA,NA,NA,NA,NA,1,NA,5,22,38,NA,431
1998,69,summer,NA,NA,NA,NA,43,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,172,NA,3,NA,1,NA,NA,6,NA,NA,2,3,4,NA,249
1998,71,summer,NA,NA,NA,NA,24,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,1,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,8,NA,59
1998,27,summer,3,NA,NA,NA,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,12,10,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,2,NA,NA,3,4,4,NA,66
1998,35,summer,2,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,84
1998,37,summer,NA,NA,NA,NA,126,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,20,1,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,9,NA,262
1998,38,summer,2,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,4,NA,NA,NA,77
1998,40,summer,9,NA,NA,NA,64,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,6,NA,NA,NA,NA,3,7,8,NA,112
1998,45,summer,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,12,2,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,42
1998,51,summer,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,108,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,154
1998,57,summer,NA,NA,NA,NA,109,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,129
1998,58,summer,1,NA,NA,NA,34,NA,1,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,14,7,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,6,NA,NA,NA,3,4,NA,77
1998,63,summer,NA,NA,NA,NA,160,NA,NA,NA,3,NA,NA,2,NA,2,NA,NA,1,NA,NA,1,21,NA,NA,NA,NA,NA,NA,14,NA,1,NA,NA,NA,NA,NA,NA,NA,1,6,16,NA,228
1998,64,summer,NA,NA,NA,NA,120,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,2,NA,1,1,35,NA,NA,NA,1,NA,1,35,NA,4,NA,NA,2,NA,NA,NA,NA,7,NA,47,NA,264
1998,68,summer,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,15,NA,2,NA,NA,NA,NA,3,NA,NA,NA,2,2,NA,127
1998,70,summer,40,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,18,1,NA,NA,NA,NA,NA,NA,15,NA,1,NA,NA,NA,NA,1,NA,NA,9,NA,10,NA,102
1998,71,summer,4,NA,NA,NA,37,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,3,NA,1,24,NA,NA,NA,NA,NA,NA,88,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,4,9,NA,179
1998,72,summer,1,NA,NA,NA,278,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,NA,NA,NA,NA,NA,NA,93,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1,30,NA,425
1998,11,summer,NA,NA,NA,NA,108,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,4,NA,12,NA,NA,NA,NA,9,NA,NA,NA,NA,4,NA,148
1998,15,summer,3,NA,NA,NA,109,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,33,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2,1,18,NA,177
1998,19,summer,NA,NA,NA,NA,117,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,139
1998,20,summer,NA,NA,NA,NA,53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,4,2,NA,81
1998,26,summer,3,NA,NA,NA,201,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,58,NA,364
1998,45,summer,16,NA,NA,NA,18,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,4,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,3,NA,58
1998,46,summer,13,NA,NA,NA,208,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,11,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,5,NA,7,NA,253
1998,50,summer,7,NA,NA,NA,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,38
1998,66,summer,23,NA,NA,NA,39,NA,NA,NA,5,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,1,NA,NA,1,NA,NA,NA,NA,4,NA,1,NA,106
1998,77,summer,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,3,NA,20
1998,15,summer,NA,NA,NA,3,146,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA,31,1,NA,NA,NA,4,2,2,NA,233
1998,17,summer,11,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,5,NA,NA,NA,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,72
1998,21,summer,12,NA,NA,NA,81,NA,NA,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,1,NA,NA,NA,2,3,NA,NA,2,NA,NA,NA,NA,1,3,12,NA,132
1998,31,summer,67,NA,NA,NA,137,NA,NA,5,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,4,NA,NA,3,1,2,NA,NA,5,NA,NA,NA,NA,NA,2,15,NA,246
1998,32,summer,14,NA,NA,NA,174,NA,NA,6,5,NA,NA,7,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,2,NA,NA,NA,2,5,NA,NA,2,NA,NA,NA,NA,15,4,9,NA,253
1998,38,summer,151,NA,NA,NA,29,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,3,4,15,NA,220
1998,39,summer,87,NA,NA,NA,51,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,3,17,NA,166
1998,42,summer,1,NA,NA,NA,12,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
1998,43,summer,117,NA,NA,1,134,NA,NA,NA,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,NA,288
1998,45,summer,3,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,3,NA,NA,NA,NA,4,NA,1,NA,56
1998,56,summer,3,NA,NA,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,30
1998,60,summer,4,NA,NA,NA,118,NA,NA,NA,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,128,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,268
1998,67,summer,6,NA,NA,NA,64,NA,NA,NA,1,NA,NA,1,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,3,NA,89
1998,69,summer,2,NA,NA,NA,27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,201
1998,75,summer,3,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,136
1998,10,summer,30,NA,NA,1,62,NA,NA,NA,1,NA,1,1,NA,6,NA,NA,30,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,1,1,NA,NA,NA,NA,3,NA,NA,6,3,3,NA,156
1998,12,summer,NA,NA,NA,NA,65,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154
1998,18,summer,51,NA,NA,2,7,NA,NA,15,3,NA,2,1,1,2,NA,NA,5,NA,NA,3,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,16,3,23,NA,141
1998,20,summer,3,NA,NA,NA,64,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,93
1998,21,summer,58,NA,NA,NA,151,NA,NA,1,3,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,10,NA,NA,NA,NA,NA,NA,NA,3,8,NA,NA,12,1,NA,NA,NA,NA,7,25,NA,284
1998,25,summer,NA,NA,NA,NA,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,21
1998,36,summer,5,NA,NA,NA,17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,27,NA,21,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,84
1998,37,summer,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,29
1998,41,summer,5,NA,NA,NA,102,NA,NA,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,1,17,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,138
1998,43,summer,29,NA,NA,4,261,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,333
1998,46,summer,11,NA,NA,NA,50,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,27,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,93
1998,48,summer,5,NA,NA,2,96,NA,NA,NA,1,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,NA,12,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,131
1998,49,summer,24,NA,NA,1,94,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,138
1998,57,summer,7,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113
1998,61,summer,8,NA,NA,1,79,NA,NA,NA,3,NA,NA,1,NA,7,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,36,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,146
1998,62,summer,66,NA,NA,2,83,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,1,NA,NA,NA,NA,5,2,8,NA,239
1998,13,summer,9,NA,NA,NA,148,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,3,NA,NA,16,2,NA,NA,NA,2,2,4,NA,196
1998,17,summer,330,NA,NA,2,60,NA,NA,NA,1,NA,NA,3,NA,3,NA,NA,8,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,16,1,NA,NA,NA,12,NA,4,NA,445
1998,19,summer,9,NA,NA,NA,46,NA,NA,1,2,NA,NA,1,NA,3,NA,NA,5,NA,NA,2,2,1,NA,NA,2,NA,NA,NA,2,7,NA,NA,3,7,NA,NA,NA,1,3,6,NA,103
1998,21,summer,NA,NA,NA,NA,87,NA,NA,3,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,2,NA,NA,NA,1,18,NA,NA,3,NA,NA,NA,NA,4,8,18,NA,154
1998,24,summer,19,NA,NA,NA,46,NA,NA,3,2,NA,NA,NA,NA,2,NA,NA,21,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,16,NA,NA,NA,NA,7,1,3,NA,130
1998,29,summer,149,NA,NA,NA,28,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,17,NA,NA,NA,NA,25,3,2,NA,247
1998,35,summer,NA,NA,NA,NA,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,23,NA,8,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,55
1998,38,summer,1,NA,NA,NA,8,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,10,1,NA,2,NA,11,4,9,NA,57
1998,39,summer,6,NA,NA,1,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,5,NA,NA,NA,2,NA,NA,NA,5,4,NA,NA,5,NA,NA,NA,NA,5,12,20,NA,90
1998,42,summer,4,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,57
1998,44,summer,18,2,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,20,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,1,NA,NA,1,NA,NA,NA,NA,21,1,NA,NA,179
1998,47,summer,NA,NA,NA,NA,48,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,23,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,78
1998,51,summer,7,NA,NA,NA,8,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,41,NA,6,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,72
1998,52,summer,2,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,49
1998,66,summer,82,NA,NA,1,7,NA,NA,NA,2,NA,1,6,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,NA,51,NA,1,NA,164
1998,76,summer,4,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
1998,14,summer,NA,NA,NA,22,47,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,19,NA,NA,1,3,NA,NA,NA,17,NA,NA,NA,NA,4,NA,NA,59,1,3,NA,NA,98,2,17,NA,296
1998,33,summer,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,32
1998,36,summer,2,NA,NA,NA,27,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,82,NA,8,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,129
1998,37,summer,3,NA,NA,NA,343,NA,NA,NA,2,NA,NA,6,NA,1,NA,1,NA,NA,NA,NA,8,NA,NA,NA,14,NA,NA,4,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,3,NA,393
1998,38,summer,3,NA,NA,5,34,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,7,NA,NA,NA,4,NA,NA,NA,2,NA,NA,2,NA,1,NA,NA,2,3,NA,NA,NA,15,5,10,NA,98
1998,40,summer,46,NA,NA,NA,21,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,13,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,29,5,4,NA,131
1998,47,summer,9,NA,NA,NA,24,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,13,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57
1998,55,summer,487,NA,NA,6,4,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,118,1,2,NA,631
1998,70,summer,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,41
1998,71,summer,NA,NA,NA,1,17,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,2,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,33
1998,72,summer,2,NA,NA,NA,30,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,57
1998,74,summer,49,NA,1,22,11,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,31,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,115,NA,NA,NA,246
1998,77,summer,1,NA,NA,2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12,NA,NA,NA,1,NA,NA,10,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,83
1998,10,summer,10,NA,NA,NA,128,NA,NA,NA,5,NA,NA,3,NA,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,769,NA,NA,NA,5,2,NA,NA,NA,8,NA,NA,NA,NA,NA,5,NA,940
1998,17,summer,221,NA,1,1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,NA,1,NA,NA,NA,NA,10,NA,NA,NA,NA,3,NA,NA,3,1,NA,NA,NA,1,NA,NA,NA,293
1998,20,summer,3,NA,NA,1,110,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,843,NA,NA,NA,5,9,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,981
1998,21,summer,4,NA,NA,12,116,NA,NA,NA,1,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,294,NA,NA,NA,9,3,NA,NA,2,3,NA,1,NA,NA,2,4,NA,463
1998,22,summer,394,NA,NA,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,15,NA,NA,4,NA,NA,NA,NA,8,NA,2,NA,460
1998,26,summer,8,1,NA,NA,146,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,17,NA,1,NA,NA,2,NA,NA,3,NA,NA,2,5,NA,214
1998,42,summer,4,NA,NA,NA,20,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,15,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,48
1998,49,summer,200,NA,NA,4,68,NA,NA,NA,2,NA,NA,3,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,2,NA,NA,1,2,1,NA,NA,NA,1,7,NA,305
1998,50,summer,23,NA,NA,7,44,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,7,NA,NA,3,3,NA,3,NA,NA,1,1,NA,97
1998,57,summer,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125
1998,60,summer,NA,NA,NA,NA,86,NA,NA,NA,4,NA,NA,3,NA,9,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,22,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,132
1998,66,summer,251,NA,NA,1,5,NA,NA,NA,1,NA,1,5,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,7,2,3,NA,289
1998,69,summer,1,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,59
1998,77,summer,NA,NA,NA,NA,53,NA,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,5,1,NA,NA,NA,20,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,90
1998,14,fall,89,NA,1,4,15,NA,NA,NA,3,NA,NA,1,1,NA,NA,NA,25,NA,NA,1,1,NA,NA,NA,8,NA,NA,NA,NA,5,NA,NA,11,2,NA,NA,NA,1,4,9,NA,181
1998,15,fall,133,NA,NA,NA,18,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,357,NA,NA,NA,NA,6,NA,NA,2,2,NA,NA,NA,3,1,2,NA,546
1998,19,fall,NA,1,NA,NA,81,NA,1,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,11,NA,NA,NA,139,NA,NA,NA,1,12,NA,NA,1,4,1,NA,NA,NA,1,7,NA,268
1998,21,fall,102,NA,NA,NA,76,NA,NA,3,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,17,NA,NA,NA,739,NA,NA,NA,2,1,NA,NA,15,4,NA,NA,NA,NA,7,26,NA,998
1998,24,fall,724,NA,1,NA,NA,NA,NA,9,6,NA,NA,NA,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,1,4,NA,763
1998,35,fall,11,NA,NA,NA,55,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,78
1998,41,fall,3,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,1,2,8,NA,NA,NA,4,NA,NA,NA,NA,3,1,NA,173
